,material_name,critical_temp,number_of_elements,wtd_gmean_atomic_mass,wtd_gmean_fie,wtd_gmean_atomic_radius,wtd_gmean_Density,wtd_gmean_ElectronAffinity,wtd_gmean_FusionHeat,wtd_gmean_ThermalConductivity,wtd_gmean_Valence
4034,Tl0.05Hg0.95Ba2Ca2Cu3O8,134.0,6,35.6150362824306,930.158826335932,93.687156725773,82.9015244738053,50.5049314450611,1.36551420765331,1.60128239620343,2.0025357630918204
4032,Tl0.3Hg0.7Ba2Ca2Cu3O8,134.0,6,35.6254630688965,922.4087569440511,93.552859506518,82.72958240444629,52.619218863554494,1.3785168021976701,1.64470466845706,2.01526288586287
8359,Hg1Ba2Ca2Cu3O8.35,134.0,5,35.0081399437522,938.585307193287,92.3814225139957,76.0304534195305,51.22609410751701,1.31099786055416,1.4591218707154099,2.0
3060,Hg1Ba2Ca2Cu3O8,133.9,5,35.6129512913689,931.716636693768,93.71403929517271,82.9359557468881,50.0923796907233,1.36292844325725,1.59273649027288,2.0
7092,Pb0.17Hg1.22Ba2Ca1.44Cu2.79O,133.6,6,72.2082804894,728.0245508756129,156.147302692659,2076.9916796337898,22.516179077730797,5.19086513994483,31.304224267308197,2.02752763410021
4904,Hg1Ba2Ca2Cu3O8,133.5,5,35.6129512913689,931.716636693768,93.71403929517271,82.9359557468881,50.0923796907233,1.36292844325725,1.59273649027288,2.0
3698,Hg0.75SrBa2Ca2Cu3O8,133.5,6,36.6223720609963,901.721665934458,97.7045082633506,94.48054288566229,46.7396859816603,1.50313163376129,1.8687804952476599,2.0
5477,Hg0.75Ba2.07Ca2.07Cu3.11O8.223,133.4,5,34.6512081393966,929.276809178173,92.9598608031073,77.03619255157349,53.0958623581725,1.36014732898379,1.5722961757616498,2.0
10208,Hg0.82Re0.18Ba2Ca2Cu3O8,133.2,6,35.583154094774606,928.769588899214,93.8140158431188,83.34775901354149,51.4442673960974,1.4044561612511701,1.62449457526598,2.02838673231305
8594,Hg0.82Re0.18Ba2Ca2Cu3O8,133.12,6,35.583154094774606,928.769588899214,93.8140158431188,83.34775901354149,51.4442673960974,1.4044561612511701,1.62449457526598,2.02838673231305
8595,Hg0.8Re0.2Ba2Ca2Cu3O8,133.12,6,35.5798448344965,928.442715091806,93.8251309301656,83.3936409649198,51.59671149384629,1.4091477636231597,1.6280621111526101,2.0315655803579302
7068,Hg1Ba2Ca1.73Pb0.17Cu2.86O8,133.0,6,36.0366752614349,938.241906114971,92.6902279258297,79.7870785574523,51.7590327962445,1.31207057310781,1.44325102644566,2.01500972557405
3426,Hg1Ba2Ca2Cu3O8.41,133.0,5,34.9080551216863,939.7383034068739,92.1605374003516,74.93366209978059,51.418076565661,1.30251297945125,1.4379086195203399,2.0
5787,Hg0.8Re0.2Ba2Ca2Cu3O,133.0,6,66.2477284338591,709.032847503554,158.020391641961,1971.36398697751,23.413807046013698,5.9320356186935905,39.9622631077323,2.05646061624131
4030,Tl0.7Hg0.3Ba2Ca2Cu3O8,133.0,6,35.64215227698771,910.142734712524,93.3383842623296,82.455216548632,56.1877153792294,1.39957897304806,1.71664273011621,2.03579474154267
2986,Hg1Ba2Ca2Cu3O8,133.0,5,35.6129512913689,931.716636693768,93.71403929517271,82.9359557468881,50.0923796907233,1.36292844325725,1.59273649027288,2.0
10723,Hg0.8Sb0.05Pb0.15Ba2Ca2Cu3O8,133.0,7,35.568246538746706,928.19481426521,93.5485906714477,82.61671069455159,52.3046730367487,1.38159714861135,1.6197360636957299,2.01881124157946
7789,Hg1Ba2Ca2Cu3O8.3,133.0,5,35.0923281337187,937.619084221987,92.56714397044479,76.96298830190241,51.0655821342044,1.31815893394327,1.47716010223593,2.0
4552,Hg0.9Au0.1Ba2Ca2Cu3O,133.0,6,66.34391564138289,712.506964992793,157.71839623128798,1959.88393271202,23.485007757147198,5.696984749928809,40.0254420450872,2.02046602185137
3381,Hg1Ba2Ca2Cu3O,133.0,5,66.3573546012436,713.483790009964,157.687921422903,1952.1706737785,22.2140094483167,5.59056034827662,38.433781433833204,2.0
8593,Hg0.85Re0.15Ba2Ca2Cu3O8,132.92,6,35.588118562311394,929.260115400608,93.79734568142429,83.278983413833,51.2164453350712,1.3974480292603002,1.61915792382102,2.02362778412554
9334,Hg0.85Re0.15Ba2Ca2Cu3O8,132.9,6,35.588118562311394,929.260115400608,93.79734568142429,83.278983413833,51.2164453350712,1.3974480292603002,1.61915792382102,2.02362778412554
5424,Hg0.75Ba2.07Ca2.07Cu3.11O8.136,132.9,5,34.7958864632375,927.546145881192,93.2917342825415,78.7102631895204,52.81398981777679,1.37350566203856,1.60726796081154,2.0
4551,Hg1Ba2Ca2Cu3O,132.9,5,66.3573546012436,713.483790009964,157.687921422903,1952.1706737785,22.2140094483167,5.59056034827662,38.433781433833204,2.0
8596,Hg0.75Re0.25Ba2Ca2Cu3O8,132.72,6,35.571573030204796,927.626033788645,93.85292440963079,83.5084563752105,51.97980101044249,1.42094545066926,1.63701526501851,2.03953451305204
10209,Hg0.82Re0.18Ba2Ca2Cu3O8,132.7,6,35.583154094774606,928.769588899214,93.8140158431188,83.34775901354149,51.4442673960974,1.4044561612511701,1.62449457526598,2.02838673231305
8592,Hg0.9Re0.1Ba2Ca2Cu3O8,132.62,6,35.5963942140968,930.078235348063,93.76956866096941,83.1644835049101,50.838981726057995,1.38584543430873,1.61030243521627,2.0157210026975103
10207,Hg0.82Re0.18Ba2Ca2Cu3O8,132.6,6,35.583154094774606,928.769588899214,93.8140158431188,83.34775901354149,51.4442673960974,1.4044561612511701,1.62449457526598,2.02838673231305
8591,Hg0.95Re0.05Ba2Ca2Cu3O8,132.52,6,35.6046717903002,930.8970755677409,93.74179986636422,83.0501410214097,50.464300012102,1.37433917224882,1.6014953789955901,2.00784511489184
2804,Hg1Ba2Ca2Cu3O8,132.5,5,35.6129512913689,931.716636693768,93.71403929517271,82.9359557468881,50.0923796907233,1.36292844325725,1.59273649027288,2.0
7786,Hg1Ba2Ca2Cu3O8.25,132.0,5,35.1772387357693,936.647919135949,92.75438515336309,77.912805748769,50.904589992387706,1.32540355371389,1.49553440221843,2.0
9274,Hg0.82Re0.18Ba2Ca2Cu3O8,132.0,6,35.583154094774606,928.769588899214,93.8140158431188,83.34775901354149,51.4442673960974,1.4044561612511701,1.62449457526598,2.02838673231305
2987,Hg1Ba2Ca2Cu3O8,132.0,5,35.6129512913689,931.716636693768,93.71403929517271,82.9359557468881,50.0923796907233,1.36292844325725,1.59273649027288,2.0
4580,Hg1Ba2Ca2Cu3O,132.0,5,66.3573546012436,713.483790009964,157.687921422903,1952.1706737785,22.2140094483167,5.59056034827662,38.433781433833204,2.0
6130,Hg0.95Sb0.05Ba2Ca2Cu3O8,132.0,6,35.55743716196729,931.168414004337,93.64046915648942,82.7538147712226,50.7614140905031,1.37212531239625,1.59803015831092,2.00573502401407
3571,Hg1Ba2CaSrCu3O8,132.0,6,37.3971960602502,927.590919669232,94.4266987197673,85.7224069688862,51.7573226079556,1.3573756755716202,1.42834726681741,2.0
4029,Tl0.9Hg0.1Ba2Ca2Cu3O8,132.0,6,35.6504998126575,904.071026582848,93.2313310970035,82.318375026486,58.0617153646839,1.41023043018581,1.75378323979684,2.0461389800099
6140,Hg0.8Pb0.2Ba2Ca2Cu3O8,132.0,6,35.6273870266119,927.7516157232769,93.5914584540764,82.7527985644545,52.1331583872565,1.37548732015063,1.6216469308255401,2.0174039675808
3572,Hg0.5Tl0.5Ba2CaSrCu3O8,132.0,7,37.4190963415631,912.197967597941,94.1561780967046,85.36719026778229,56.181460341393205,1.38334894682969,1.5068631066565001,2.02550279828632
7066,Hg1Ba2Ca1.73Pb0.17Cu2.86O8,131.5,6,36.0366752614349,938.241906114971,92.6902279258297,79.7870785574523,51.7590327962445,1.31207057310781,1.44325102644566,2.01500972557405
9273,Hg0.82Re0.18Ba2Ca2Cu3O8,131.5,6,35.583154094774606,928.769588899214,93.8140158431188,83.34775901354149,51.4442673960974,1.4044561612511701,1.62449457526598,2.02838673231305
3895,Hg1Ba2Ca2Cu3F0.4O,131.4,6,62.9180658418682,739.964208312,149.056022826274,1446.30055553195,24.9153195448003,4.90629862790888,28.248868615064602,1.94187025151963
9335,Hg0.85Re0.15Ba1.66Sr0.34Ca2Cu3O8,131.3,7,35.2499117641867,931.009404942531,93.5101330786809,82.7697604990318,50.287680903118,1.3974480292603002,1.6422002531446698,2.02362778412554
8535,Hg1Ba2Ca2Cu3O8,131.0,5,35.6129512913689,931.716636693768,93.71403929517271,82.9359557468881,50.0923796907233,1.36292844325725,1.59273649027288,2.0
4553,Hg0.8Au0.2Ba2Ca2Cu3O,130.9,6,66.3304794032347,711.5314773390311,157.748876929242,1967.6276676506197,24.8287275935709,5.80543509398416,41.683018197485204,2.0411414727279498
19622,Hg1Ba2Ca2Cu3O8,130.9,5,35.6129512913689,931.716636693768,93.71403929517271,82.9359557468881,50.0923796907233,1.36292844325725,1.59273649027288,2.0
9336,Hg0.85Re0.15Ba1.6Sr0.4Ca2Cu3O8,130.3,7,35.1905627295588,931.318444749978,93.4595398720697,82.680221399978,50.12553841030021,1.3974480292603002,1.64630045422887,2.02362778412554
3897,Hg1Ba2Ca2Cu3F0.6O,130.1,6,61.3678370281769,752.713029583948,145.174088321195,1256.6071842532901,26.292309226415,4.61503729939414,24.4525148806051,1.9152065613971498
3982,Hg0.7Pb0.3Ba2Ca2Cu3O8.35,130.0,6,35.0289721200799,932.728027566807,92.20410030977341,75.7841118852328,54.3185210911619,1.32876865740318,1.4981637090239799,2.02559903679347
5790,Hg0.77Re0.23Ba2Ca2Cu3O8,130.0,6,35.574881521127296,927.952620069722,93.84180603000179,83.4625112540867,51.8262250627361,1.4162145691968302,1.63342811028718,2.03634319579309
4415,Hg0.7Pb0.3Ba2Ca2Cu3O8,130.0,6,35.6346070884111,925.775437324093,93.53022817395691,82.6613717119085,53.1845174316844,1.38181008918982,1.6362983469493402,2.02616266266104
6139,Hg0.9Pb0.1Ba2Ca2Cu3O8,130.0,6,35.620168427696704,929.732012511617,93.6527288190677,82.8443265388327,51.1025827567557,1.36919348230007,1.6071267034882,2.0086831345838503
4579,Hg1Ba2Ca2Cu3O,130.0,5,66.3573546012436,713.483790009964,157.687921422903,1952.1706737785,22.2140094483167,5.59056034827662,38.433781433833204,2.0
3693,Hg0.8Bi0.2Ba2Ca2Cu3O8.2,130.0,6,35.280724643214796,931.539450078538,92.73820558043259,78.56458663406691,53.3934648359994,1.35865283289077,1.5135647453744001,2.02275291298832
5788,Hg1Ba2Ca2Cu3O8,130.0,5,35.6129512913689,931.716636693768,93.71403929517271,82.9359557468881,50.0923796907233,1.36292844325725,1.59273649027288,2.0
5487,Hg0.97Re0.03Ba2Ca2Cu3O8,130.0,6,35.6079833597187,931.22481347386,93.73069465121429,83.00444805863441,50.3152016594911,1.3697634612503702,1.5979860581916099,2.00470338292925
5385,Hg1Ba2Ca2Cu3Fe0.6O,130.0,6,65.64588628064321,716.2527306092999,157.581893314643,2129.96582836065,21.861668051305898,5.91536876861763,40.2040902766679,2.05133079293287
10724,Hg0.8Pb0.2Ba2Ca2Cu3O8,130.0,6,35.6273870266119,927.7516157232769,93.5914584540764,82.7527985644545,52.1331583872565,1.37548732015063,1.6216469308255401,2.0174039675808
3682,Hg0.8Mo0.2Ba2Ca2Cu3O8.4,129.0,6,34.6120355885846,935.1501204185589,92.31574160653358,74.86330926144541,53.882883027534,1.3484711993571699,1.4918122166537402,2.0269757246464
10722,Hg0.8Sb0.1Pb0.1Ba2Ca2Cu3O8,129.0,7,35.5092042224736,928.6382245286251,93.5057425235893,82.4808466226188,52.4767519581151,1.3877341165471202,1.6178274482355701,2.02021949724572
3894,Hg1Ba2Ca2Cu3F0.3O,128.8,6,63.7334440818395,733.4688879034379,151.100042104055,1555.15214307456,24.233074400943497,5.06374759399785,30.4334193305481,1.95577707267087
3893,Hg1Ba2Ca2Cu3F0.2O,128.8,6,64.57746280834539,726.891248959122,153.217449919054,1674.8360777165499,23.5552892000243,5.22983924940332,32.840041364095,1.9700890870717498
9337,Hg0.85Re0.15Ba1.44Sr0.56Ca2Cu3O8,128.7,7,35.032786697143194,932.1430525118401,93.32475843880292,82.44192373251441,49.6957097441456,1.3974480292603002,1.6572844421184,2.02362778412554
5343,Hg1Ba2Ca2Cu3Fe0.3O,128.5,6,65.9891875272769,714.9115813705471,157.633188332748,2042.00016241705,22.031452450865398,5.755912329826959,39.3375325478867,2.02633086136595
3896,Hg1Ba2Ca2Cu3F0.5O,128.5,6,62.129958860658505,746.3784980790781,147.08182168659098,1347.12433797567,25.6018032535287,4.75690752495834,26.262279168682603,1.9283519958849902
5386,Hg1Ba2Ca2Cu3Fe0.8O,128.4,6,65.4296186596239,717.102511848198,157.549449985252,2187.56444401282,21.754929814158398,6.01852309582912,40.7621529310854,2.06730612957309
3898,Hg1Ba2Ca2Cu3F0.8O,128.4,6,59.9167841194176,765.1478267656371,141.545627495784,1098.07683131745,27.684548131230503,4.35192397301784,21.2914025649512,1.8899752566172099
5342,Hg1Ba2Ca2Cu3F0.2O,128.4,6,64.57746280834539,726.891248959122,153.217449919054,1674.8360777165499,23.5552892000243,5.22983924940332,32.840041364095,1.9700890870717498
5384,Hg1Ba2Ca2Cu3Fe0.5O,128.2,6,65.7577141350732,715.8148161204241,157.598629853999,2100.8524628131895,21.9169270702699,5.86285591718157,39.919240757564104,2.04313920163022
8423,Hg0.5Tl0.5Ba2Ca1.72Sr0.28Cu3O8,128.0,7,36.12492223480721,915.1173739122771,93.6439909623267,83.36003825237259,54.874291254697106,1.3874211113690098,1.62981041123658,2.02550279828632
2990,Hg1Ba2Ca1Cu2O6,128.0,5,38.396692576586794,931.3543910951289,95.08277743358289,86.5496118658301,48.437556747768404,1.31072368442766,1.32894980687753,2.0
5317,Hg1Ba2Ca1Cu2FO6,128.0,6,36.3737364186124,974.590607289305,89.29055200426072,63.9577051517675,56.1350369077359,1.15736348963308,0.9867307668433369,1.89615502867834
8249,Hg0.8Nd0.2Ba2Ca2Cu3O8.3,128.0,6,34.9506221657477,930.3074594179301,92.7788847874842,76.34424429456459,53.3299808643164,1.33658784061042,1.49021204686564,2.0099748560427497
5786,Hg0.9Re0.1Ba2Ca2Cu3O,128.0,6,66.30251886024,711.254837086113,157.854069001892,1961.7438575717601,22.806019620732002,5.75876749959859,39.190571390117796,2.0280338341562802
3671,Hg0.8V0.2Ba2Ca1Cu2O6.3,128.0,6,36.7571835940439,932.546197821846,93.51071039345051,77.3000925602702,52.6823429271541,1.30296175739171,1.2341731959228899,2.03002116041796
3684,Hg0.6Ti0.4Ba2Ca2Cu3O8.4,128.0,6,33.725225320179995,929.8614359435339,92.2620343838944,73.12708101512071,53.6960368565695,1.3724441040469098,1.4760925206728799,2.03409948888725
3604,Hg0.75Tl0.25Ba2Ca1.72Sr0.28Cu3O8,128.0,7,36.114349267670995,922.806181174942,93.7784190028217,83.5332906375821,52.669393004508294,1.3743345286413602,1.5867813661102501,2.0127110067202
3892,Hg1Ba2Ca2Cu3F0.1O,127.8,6,65.4515809922285,720.229988669841,155.412054502047,1806.67240585291,22.8821903866907,5.405211357636309,35.496299433980205,1.9848238677214
5341,Hg1Ba2Ca2Cu3F0.1O,127.4,6,65.4515809922285,720.229988669841,155.412054502047,1806.67240585291,22.8821903866907,5.405211357636309,35.496299433980205,1.9848238677214
3427,Hg1Ba2Ca1Cu2O6.22,127.0,5,37.7962880349643,937.13195246637,93.9198513145684,80.3857556586248,49.387739651121905,1.26948559055972,1.23857369545269,2.0
8475,Hg0.7Pb0.3Ba2Ca2Cu3O,127.0,6,66.429106835482,705.4156569875639,157.138492411278,1940.69526881155,24.7100304053257,5.72899051367535,40.3223759459636,2.04674778399355
3681,Hg0.8V0.2Ba2Ca2Cu3O8.3,127.0,6,34.5071151739198,932.6095093107621,92.56714397044479,76.2156345427873,53.3375608961189,1.35585858536502,1.5012376705283998,2.02261253841933
3483,Hg1Ba2Ca1Cu2O6,127.0,5,38.396692576586794,931.3543910951289,95.08277743358289,86.5496118658301,48.437556747768404,1.31072368442766,1.32894980687753,2.0
5050,Hg1Ba2Ca3Cu4O10,127.0,5,34.040541120616396,931.934051678372,92.90227223875591,80.8405931337307,51.11228831118711,1.3952441162661102,1.77551825167279,2.0
10721,Hg0.8Sb0.15Pb0.05Ba2Ca2Cu3O8,127.0,7,35.4502599148303,929.0818466146651,93.4629140015078,82.3452059806179,52.649397007773,1.3938983445098,1.61592108179182,2.02162873526436
3675,Hg0.8Ti0.2Ba2Ca1Cu2O6.2,127.0,6,36.9708975234138,930.1134598291189,94.06769041088009,79.4730151255681,50.78085150702189,1.31771087419947,1.26647597369946,2.02285574685044
3609,Tl1.6Hg0.4Ba2Ca2Cu3O10,127.0,6,35.9107364809311,927.1269502518879,89.4557686610621,69.9337013410258,57.9911601526993,1.2177452447331498,1.30433258072652,2.06946808547206
3672,Hg0.8Mo0.2Ba2Ca1Cu2O6.4,127.0,6,36.886274679772605,935.908120593053,93.16734815409019,75.48269562804609,53.4012103831224,1.2939959949133402,1.2258703420701103,2.03575495143428
7775,Hg1Ba2Ca1Cu2O6.21,127.0,5,37.822908334380706,936.873089646911,93.9714976409737,80.6515039628979,49.344897298842,1.27129981681375,1.24247667981968,2.0
21079,Hg0.3La0.7Ba2Ca3Cu2.8Ag1.2O10,126.9,7,34.6895862868142,910.8498723550259,94.0566789824573,79.38498434071491,57.9686110743655,1.43278592312904,1.8114649404231298,1.9459487133521798
21078,Hg0.3La0.7Ba2Ca3Cu3.2Ag0.8O10,126.8,7,34.3244048810998,911.207997591326,93.81392825300249,79.1350741952936,57.9010404014742,1.4370277774504598,1.8088467075445402,1.9731131450886499
3059,Hg1Ba2Ca1Cu2O6,126.6,5,38.396692576586794,931.3543910951289,95.08277743358289,86.5496118658301,48.437556747768404,1.31072368442766,1.32894980687753,2.0
3699,Hg0.75Sr0.5Ba1.5Ca2Cu3O8,126.2,6,34.158339334009106,933.201125469228,92.39937511016899,75.7951624057429,51.5327792554818,1.35174842937195,1.58464554881333,2.0
8422,Hg1Ba2Ca1.72Sr0.28Cu3O8,126.0,6,36.1037793950088,930.5595897213409,93.91304001777142,83.7069031040682,50.5530895440203,1.36137138258775,1.54488834190496,2.0
4106,Hg1Ba2Ca3Cu4O10,126.0,5,34.040541120616396,931.934051678372,92.90227223875591,80.8405931337307,51.11228831118711,1.3952441162661102,1.77551825167279,2.0
3280,Hg1Ba2Ca1Cu2O6.24,126.0,5,37.74323389258021,937.648622889165,93.81689662084409,79.85817509577942,49.4733255108496,1.26587376301014,1.23082345198604,2.0
10720,Hg0.8Sb0.2Ba2Ca2Cu3O8,126.0,6,35.391413453125296,929.52568062452,93.42010509621409,82.2097884011159,52.8226100482469,1.40008995358672,1.61401696171434,2.02303895632063
5340,Hg1Ba2Ca2Cu3O,126.0,5,66.3573546012436,713.483790009964,157.687921422903,1952.1706737785,22.2140094483167,5.59056034827662,38.433781433833204,2.0
5387,Hg1Ba2Ca2Cu3Fe1O,125.2,6,65.22267207843879,717.919250339926,157.518310673135,2244.32396530922,21.652951429617,6.11924320901467,41.3051794773898,2.08275948798482
7858,Hg1Ba2Ca3Cu4O10,125.0,5,34.040541120616396,931.934051678372,92.90227223875591,80.8405931337307,51.11228831118711,1.3952441162661102,1.77551825167279,2.0
4414,Hg0.8Pb0.2Ba2Ca2Cu3O8,125.0,6,35.6273870266119,927.7516157232769,93.5914584540764,82.7527985644545,52.1331583872565,1.37548732015063,1.6216469308255401,2.0174039675808
3640,Hg0.8V0.2Ba2Ca1Cu2O6.3,125.0,6,36.7571835940439,932.546197821846,93.51071039345051,77.3000925602702,52.6823429271541,1.30296175739171,1.2341731959228899,2.03002116041796
3380,Hg1Ba2Ca1Cu2O,125.0,5,71.7559945593863,728.711794388117,154.933438924485,1622.88827140392,22.410143203312998,4.65949031379197,21.729356509053,2.0
3981,Hg0.8Pb0.2Ba2Ca2Cu3O8.3,125.0,6,35.1062909776158,933.702229289089,92.4482903509108,76.796146745272,53.106964077222,1.33008071633009,1.50347481417756,2.01708228513082
6971,Hg1Ba2Ca1Cu2O6,125.0,5,38.396692576586794,931.3543910951289,95.08277743358289,86.5496118658301,48.437556747768404,1.31072368442766,1.32894980687753,2.0
5435,Hg1Ba2Ca3Cu4O,125.0,5,63.1353145861695,703.959350298849,159.466216363683,2195.69850457856,22.0900917580564,6.27772771502119,55.248299072547105,2.0
3927,Hg1Ba2Ca2Cu3F1O,124.9,6,58.5560627836014,777.278451146483,138.147654161674,964.736235005228,29.0904070986635,4.11345869482751,18.6418831469774,1.8660659830736102
19044,Tl0.8Hg0.2Ba2Ca1.975Yb0.025Cu3O9,124.5,7,34.078748979450104,927.0861954872479,89.72686413072391,65.0432015972688,60.502669756562796,1.2602098390443899,1.3537313946193201,2.03974370212
3608,Tl1.7Hg0.3Ba2Ca2Cu3O10,124.0,6,35.9142774784257,924.5176876379629,89.4125542872479,69.8848100584386,58.7978113922851,1.22163883677436,1.31614108529407,2.0738891016095002
6985,Hg1Ba2Ca1Cu2O6,124.0,5,38.396692576586794,931.3543910951289,95.08277743358289,86.5496118658301,48.437556747768404,1.31072368442766,1.32894980687753,2.0
8248,Hg0.8Ge0.2Ba2Ca1Cu2O6.2,124.0,6,37.2244693757557,932.318112165455,93.541509100803,79.6901099848008,52.9776305883491,1.32923026252679,1.28747868130203,2.02285574685044
3603,Hg1Ba2Ca2Cu3O8,124.0,5,35.6129512913689,931.716636693768,93.71403929517271,82.9359557468881,50.0923796907233,1.36292844325725,1.59273649027288,2.0
3605,Hg0.5Tl0.5Ba2Ca1.72Sr0.28Cu3O8,124.0,7,36.12492223480721,915.1173739122771,93.6439909623267,83.36003825237259,54.874291254697106,1.3874211113690098,1.62981041123658,2.02550279828632
9553,Hg0.8Tl0.2Ba2Ca1Cu2O6,124.0,6,38.408683258063604,923.0793297672591,94.93740007190179,86.35814949374908,50.6034600917679,1.3240408281387501,1.3674241343151399,2.01356127385627
3610,Tl1.4Hg0.6Ba2Ca2Cu3O10,123.5,6,35.9036555332903,932.367588598112,89.5422600771707,70.0315865428794,56.41090536376821,1.20999524992275,1.2810324610747201,2.0606543066294
19040,Tl0.8Hg0.2Ba2Ca1.975Sm0.025Cu3O9,123.4,7,34.0717048650903,926.936015749857,89.736047523935,65.0539723576501,60.502669756562796,1.26039303837877,1.35154606343314,2.03974370212
7852,Hg1Ba2Ca1Cu2O6,123.0,5,38.396692576586794,931.3543910951289,95.08277743358289,86.5496118658301,48.437556747768404,1.31072368442766,1.32894980687753,2.0
4419,Hg1Ba2Ca3Cu4O,123.0,5,63.1353145861695,703.959350298849,159.466216363683,2195.69850457856,22.0900917580564,6.27772771502119,55.248299072547105,2.0
